rut_jefe_cierre,id_instalacion,fecha_cierre,fecha_apertura
88107942-9,102,2018-09-04 15:29:20,2018-09-15 03:54:37
34643031-1,102,2014-01-20 03:46:55,2014-02-02 07:56:02
60916764-5,102,2016-03-19 23:56:55,2016-03-26 06:19:30
44715611-3,103,2012-01-23 00:43:47,2012-01-31 06:54:04
95667888-9,103,2010-09-26 08:35:20,2010-10-09 23:48:50
73026642-1,103,2013-03-19 15:08:24,2013-03-24 17:26:30
76396643-7,103,2013-11-22 19:56:10,2013-11-30 11:52:32
73026642-1,103,2017-07-21 14:29:50,2017-08-03 23:28:38
73026642-1,103,2012-01-12 04:16:30,2012-01-20 17:35:02
11784418-8,103,2018-07-20 05:45:54,2018-08-01 08:12:32
11784418-8,103,2010-12-09 02:06:38,2010-12-20 08:03:26
95667888-9,103,2015-08-01 11:28:55,2015-08-13 19:08:29
22150901-3,104,2019-03-01 23:38:16,2019-03-11 04:01:46
22150901-3,104,2017-10-20 17:10:40,2017-10-24 04:01:31
95514882-7,105,2013-11-02 21:45:14,2013-11-07 11:52:29
67753422-2,105,2016-02-27 01:59:27,2016-03-05 11:54:30
91059844-9,105,2017-09-17 03:49:20,2017-09-26 13:24:40
95514882-7,105,2013-10-04 02:37:44,2013-10-18 11:24:18
63382431-2,105,2017-02-14 03:42:24,2017-02-21 11:15:09
63382431-2,105,2011-01-20 14:29:52,2011-01-26 15:13:17
53211068-8,106,2019-10-10 16:51:31,2019-10-14 07:18:40
77520112-6,106,2011-07-20 07:56:09,2011-07-23 13:08:20
38317707-3,107,2014-07-14 02:03:29,2014-07-18 11:33:35
85682952-9,107,2013-10-11 13:10:49,2013-10-23 13:49:40
92311983-3,107,2016-12-25 07:48:08,2016-12-30 08:52:12
38317707-3,107,2014-11-27 02:52:55,2014-12-09 14:50:29
38317707-3,107,2017-04-28 21:24:54,2017-05-09 08:21:43
12957899-8,107,2013-11-25 14:57:49,2013-12-05 04:11:58
49718772-9,108,2018-12-05 10:35:35,2018-12-17 02:14:59
49718772-9,108,2020-04-01 09:08:39,2020-04-13 21:50:07
51853396-7,108,2010-02-28 13:06:13,2010-03-08 00:32:50
48459253-5,108,2011-02-13 21:06:15,2011-02-17 01:05:39
63824003-3,108,2010-02-17 17:07:24,2010-02-22 06:20:11
40503382-8,109,2010-11-29 20:27:07,2010-12-10 10:12:28
75766984-6,109,2019-06-13 18:41:26,2019-06-24 20:24:44
52576933-k,109,2016-09-30 01:01:52,2016-10-12 02:57:18
89336201-0,109,2017-09-03 07:23:40,2017-09-06 22:15:42
89336201-0,109,2014-12-23 15:46:27,2014-12-28 17:19:03
12205074-2,109,2018-08-01 07:14:42,2018-08-06 18:41:03
29637564-0,110,2010-01-31 12:52:54,2010-02-12 20:18:02
29637564-0,110,2017-01-13 08:02:29,2017-01-21 13:51:44
29637564-0,110,2010-04-13 01:07:21,2010-04-23 05:27:10
39899583-k,110,2013-03-28 15:46:20,2013-04-10 02:29:51
57342278-3,110,2014-10-31 08:05:14,2014-11-09 20:15:31
36918308-7,110,2019-09-08 12:19:56,2019-09-11 22:02:54
62820832-8,111,2016-01-31 14:49:28,2016-02-12 02:12:55
41325900-2,111,2013-06-29 16:40:38,2013-07-05 21:55:20
45644100-9,111,2010-04-06 07:49:17,2010-04-15 22:21:02
62820832-8,111,2019-04-20 05:34:53,2019-05-03 20:43:31
30680313-1,112,2016-03-05 17:37:05,2016-03-10 03:27:30
66295586-8,112,2015-11-02 01:50:44,2015-11-16 06:55:52
93285177-6,112,2019-11-23 04:38:33,2019-11-28 14:52:03
25198755-6,112,2018-04-04 15:01:45,2018-04-15 21:04:47
81401624-2,113,2011-06-23 13:43:04,2011-07-02 18:58:47
94888169-1,113,2014-07-15 04:41:35,2014-07-29 10:39:49
94888169-1,113,2010-10-31 11:13:35,2010-11-04 13:49:15
89793517-1,114,2011-03-07 10:32:36,2011-03-18 00:38:20
89793517-1,114,2014-06-16 01:56:36,2014-06-19 13:53:35
28370900-0,114,2014-06-18 04:32:18,2014-06-22 15:09:49
61892040-2,114,2016-11-10 23:06:01,2016-11-18 03:38:23
88697741-7,114,2013-03-17 14:10:33,2013-03-30 17:13:13
95403427-5,114,2011-05-02 12:23:42,2011-05-10 12:50:28
48766480-4,114,2017-12-03 02:17:42,2017-12-15 06:14:15
27952560-4,115,2014-10-07 00:06:01,2014-10-11 13:14:54
43831962-k,115,2016-06-27 11:28:07,2016-07-03 22:01:58
23514054-3,115,2017-04-23 22:21:43,2017-05-02 04:49:33
52968708-7,116,2012-09-21 16:19:30,2012-09-30 02:43:16
65346159-3,116,2010-07-25 05:17:24,2010-07-29 09:16:51
38072383-2,116,2012-03-08 04:05:06,2012-03-11 04:43:27
99347364-2,116,2019-10-15 02:48:16,2019-10-27 05:28:12
86367440-9,116,2019-03-08 20:42:00,2019-03-15 06:15:11
52968708-7,116,2013-09-05 21:43:52,2013-09-12 14:18:22
86367440-9,116,2011-06-01 16:42:14,2011-06-15 18:52:13
89751595-4,117,2010-08-25 00:28:23,2010-09-06 13:44:50
38717290-4,117,2010-03-20 14:07:18,2010-04-02 23:46:59
44060880-9,117,2013-08-28 19:33:50,2013-09-07 03:03:19
80092681-5,117,2017-11-08 18:53:28,2017-11-20 04:02:58
10094201-1,117,2015-05-27 12:28:21,2015-06-07 03:04:35
30001031-8,118,2018-05-22 17:23:02,2018-05-28 18:59:32
48553208-0,118,2017-12-21 01:41:21,2017-12-26 02:35:39
59105378-7,119,2020-03-29 14:20:08,2020-04-05 18:18:44
38204359-6,119,2013-05-01 22:04:40,2013-05-05 12:58:38
59105378-7,119,2013-07-14 02:17:51,2013-07-27 04:22:53
59105378-7,119,2014-12-30 22:53:45,2015-01-13 02:54:26
47067447-4,120,2014-05-30 22:38:50,2014-06-08 09:11:16
96562711-1,120,2013-05-15 06:47:13,2013-05-29 18:30:28
96562711-1,120,2015-12-26 03:54:48,2016-01-03 10:02:59
13572944-2,120,2018-10-29 12:30:58,2018-11-03 15:17:18
70368495-5,121,2015-02-28 14:19:58,2015-03-11 06:37:32
25844754-9,122,2019-12-09 12:58:40,2019-12-20 22:22:29
68225683-4,123,2014-01-02 23:39:42,2014-01-11 10:22:14
56229978-5,123,2011-07-07 22:03:41,2011-07-10 22:20:20
26123513-7,124,2017-08-21 21:15:38,2017-09-05 04:21:09
26123513-7,124,2014-06-26 14:42:34,2014-07-04 04:00:42
83917354-7,124,2018-03-17 12:43:52,2018-03-29 13:23:05
84911278-3,125,2019-06-11 00:35:34,2019-06-15 06:54:53
34012878-8,126,2017-07-30 11:30:06,2017-08-11 02:40:47
44812887-3,126,2019-04-18 15:49:17,2019-05-02 19:17:28
85034590-2,126,2014-04-05 12:19:44,2014-04-16 01:00:49
14343597-0,127,2011-04-19 21:54:39,2011-05-02 09:49:12
14343597-0,127,2019-08-25 00:08:17,2019-09-04 14:36:56
15955355-8,127,2018-11-22 02:18:39,2018-12-05 07:15:12
93892863-0,128,2013-03-16 05:07:13,2013-03-29 09:41:34
53383454-k,128,2013-01-14 05:47:27,2013-01-20 16:59:01
20180335-7,129,2012-08-30 14:52:01,2012-09-07 06:49:23
42538060-5,129,2012-01-05 12:05:00,2012-01-10 14:10:21
69251591-9,129,2019-08-16 16:50:11,2019-08-22 02:30:31
16636734-4,130,2011-11-28 13:26:20,2011-12-04 23:45:18
79308193-6,130,2013-02-27 14:06:33,2013-03-05 21:14:36
53967694-6,130,2013-12-24 04:43:50,2013-12-27 10:47:57
16636734-4,130,2012-01-30 15:11:55,2012-02-10 22:00:44
30991735-9,131,2019-07-06 20:57:18,2019-07-18 03:41:39
70582800-8,131,2013-01-11 06:50:31,2013-01-20 17:07:37
91461351-5,131,2012-04-02 13:53:01,2012-04-16 22:59:49
70582800-8,131,2011-12-02 18:57:07,2011-12-10 09:36:16
54363208-2,132,2018-10-31 01:21:54,2018-11-08 17:50:07
54004386-8,132,2015-11-06 04:51:38,2015-11-10 13:14:52
54363208-2,132,2011-04-07 03:07:09,2011-04-18 10:18:27
31113786-7,133,2013-05-28 04:36:20,2013-06-03 06:51:51
31113786-7,133,2012-05-20 02:22:57,2012-06-03 18:12:24
31113786-7,133,2012-06-01 19:01:50,2012-06-10 03:58:49
95226644-6,133,2011-10-11 09:27:17,2011-10-20 18:44:49
29622397-2,133,2013-02-19 21:47:09,2013-03-06 13:46:33
59814228-9,133,2016-03-26 13:52:36,2016-04-08 22:24:59
80698616-k,134,2013-02-16 17:00:30,2013-03-03 03:28:17
80698616-k,134,2015-10-14 18:01:02,2015-10-27 04:07:38
57325256-k,134,2014-03-14 08:49:56,2014-03-17 15:58:17
70624789-0,135,2011-04-29 19:02:02,2011-05-10 20:16:00
21924647-1,135,2017-05-16 13:24:10,2017-05-24 00:44:27
82719046-2,135,2018-12-05 23:52:43,2018-12-14 07:01:25
74748755-3,135,2016-09-04 15:05:37,2016-09-09 20:08:54
48269008-4,135,2010-09-15 05:17:07,2010-09-24 15:33:46
15460166-k,136,2015-04-17 11:27:22,2015-04-30 22:35:50
54982068-9,136,2020-05-02 01:56:28,2020-05-08 14:01:53
42354523-2,136,2020-02-20 23:19:11,2020-02-27 14:59:18
42354523-2,136,2020-01-15 17:24:57,2020-01-26 22:59:10
27712443-2,136,2013-09-09 06:34:28,2013-09-12 15:06:17
91957637-5,136,2014-03-31 18:07:03,2014-04-03 21:32:26
15460166-k,136,2013-04-14 03:46:45,2013-04-19 08:00:56
28792266-3,137,2014-07-20 09:25:35,2014-07-31 17:54:34
84729190-7,137,2014-08-17 19:30:43,2014-08-28 20:33:23
89512502-4,138,2011-11-03 14:19:40,2011-11-08 22:31:41
44604413-3,138,2020-07-05 17:55:34,2020-07-17 04:25:18
21201270-k,138,2011-01-23 22:45:51,2011-01-31 11:30:07
45125749-8,138,2019-06-28 22:46:41,2019-07-11 09:25:00
51194123-7,139,2015-02-02 17:53:30,2015-02-16 22:33:14
56425505-k,139,2015-08-24 12:07:53,2015-08-30 14:06:10
10619372-k,139,2018-07-24 16:22:16,2018-08-04 07:12:31
91119340-k,139,2016-02-11 01:01:24,2016-02-18 12:07:08
68377701-3,140,2013-10-28 18:39:37,2013-11-02 04:04:43
68377701-3,140,2013-03-28 04:34:00,2013-04-01 14:21:45
10959343-5,141,2019-05-19 07:22:15,2019-05-27 15:02:13
79344858-9,141,2017-02-14 20:26:14,2017-02-18 04:08:18
22240154-2,141,2019-12-07 16:40:59,2019-12-19 02:38:24
13592940-9,142,2020-03-30 11:40:44,2020-04-11 16:09:01
98121429-3,142,2016-06-27 09:37:08,2016-07-10 20:17:47
13592940-9,142,2012-03-10 20:15:40,2012-03-14 10:04:43
65855526-k,142,2013-07-25 15:35:39,2013-08-05 23:13:09
15591154-9,142,2011-03-30 09:04:22,2011-04-09 13:41:19
14761964-2,143,2018-01-05 23:05:18,2018-01-10 11:42:17
14761964-2,143,2013-05-13 03:03:23,2013-05-20 18:17:22
14761964-2,143,2013-09-08 06:11:31,2013-09-16 20:49:42
83399209-0,143,2015-01-01 21:26:22,2015-01-05 08:13:08
61863167-2,143,2019-12-22 20:25:56,2019-12-27 22:09:31
19027799-2,143,2016-06-11 13:22:28,2016-06-14 19:02:44
38563658-k,143,2017-10-09 05:45:56,2017-10-17 12:22:34
61863167-2,143,2018-10-23 15:32:38,2018-11-06 08:09:58
70388205-6,144,2018-01-06 22:29:40,2018-01-12 05:36:38
11439340-1,144,2015-11-23 12:16:14,2015-11-26 23:04:57
70388205-6,144,2014-02-06 15:39:38,2014-02-18 02:04:24
70388205-6,144,2014-06-24 12:20:44,2014-07-03 13:09:10
41183684-3,144,2019-03-21 07:18:59,2019-04-04 11:36:30
52189199-8,144,2015-03-19 04:32:35,2015-04-01 20:29:42
11439340-1,144,2020-08-20 09:17:13,2020-08-26 11:25:38
70388205-6,144,2012-06-21 20:42:17,2012-07-04 08:28:01
40644356-6,145,2020-02-09 02:49:03,2020-02-16 18:45:39
40644356-6,145,2018-01-19 01:10:43,2018-02-01 07:33:46
12187269-2,145,2018-05-10 07:26:44,2018-05-17 12:03:13
40644356-6,145,2016-04-27 10:56:13,2016-05-11 14:46:39
12187269-2,145,2018-04-22 09:08:49,2018-04-28 15:38:37
12187269-2,145,2015-10-04 11:25:25,2015-10-11 12:59:02
69698793-9,146,2015-04-29 18:24:41,2015-05-03 00:27:02
50511840-5,146,2010-08-05 23:46:53,2010-08-20 05:28:36
16836029-0,147,2010-04-04 15:24:21,2010-04-12 02:21:46
81602032-8,147,2020-08-26 02:20:07,2020-09-08 02:51:24
48433213-4,147,2014-06-02 10:06:53,2014-06-11 18:27:27
37376941-k,147,2018-04-25 23:02:44,2018-04-29 14:54:16
81602032-8,147,2013-07-19 07:02:02,2013-07-24 08:48:58
20034783-8,147,2014-05-31 15:30:16,2014-06-08 05:43:40
16836029-0,147,2014-09-19 16:41:40,2014-10-01 21:02:59
48433213-4,147,2014-05-26 15:25:43,2014-06-02 00:15:25
16836029-0,147,2010-03-21 00:38:33,2010-04-04 04:35:11
89671041-9,148,2016-07-11 00:12:12,2016-07-18 06:37:45
69186141-4,148,2017-05-07 03:25:20,2017-05-12 10:24:37
89671041-9,148,2011-01-01 06:44:13,2011-01-13 16:35:44
30364676-0,148,2016-09-27 16:20:17,2016-10-12 08:52:10
95777850-k,148,2017-04-29 00:40:20,2017-05-05 04:05:03
13690129-k,149,2011-11-25 08:04:44,2011-11-30 11:53:57
79695896-0,149,2011-12-06 12:32:45,2011-12-15 04:54:39
85394005-4,149,2013-11-30 19:45:16,2013-12-13 01:29:21
71612139-9,150,2020-03-10 09:14:52,2020-03-24 23:06:22
82903113-2,150,2018-03-28 10:55:31,2018-04-09 00:00:49
43654491-k,150,2011-12-15 03:12:51,2011-12-24 09:13:55
76563311-7,151,2014-10-26 21:39:39,2014-11-08 11:31:09
85973291-7,151,2019-03-12 21:19:12,2019-03-17 22:25:37
96863860-2,151,2011-02-02 01:42:53,2011-02-15 15:08:32
69691126-6,152,2010-05-18 05:59:08,2010-05-23 21:54:54
38631846-8,153,2010-06-02 05:06:45,2010-06-09 14:38:50
47326835-3,153,2010-11-12 06:17:38,2010-11-24 07:40:19
24115633-8,153,2013-04-22 05:54:13,2013-04-26 10:43:41
23047484-2,153,2016-11-19 02:14:00,2016-11-29 08:27:37
49641463-2,154,2018-09-30 06:59:54,2018-10-08 11:57:07
55106753-k,154,2015-02-27 16:45:29,2015-03-05 01:31:46
25368817-3,154,2013-07-26 16:20:34,2013-07-29 19:53:25
55106753-k,154,2012-05-01 13:59:49,2012-05-08 19:04:19
92445451-2,154,2017-01-14 13:27:28,2017-01-26 23:35:03
49641463-2,154,2019-02-25 05:21:24,2019-03-02 14:53:14
59060940-4,154,2017-03-04 01:20:25,2017-03-12 03:01:57
19209075-k,155,2018-01-23 08:23:14,2018-02-06 23:44:48
81207716-3,155,2010-02-23 22:06:50,2010-03-09 02:11:05
43161018-3,155,2012-03-03 06:52:38,2012-03-06 18:29:22
85384785-2,155,2011-08-26 16:40:54,2011-08-31 19:45:57
51693674-6,155,2014-08-20 18:41:06,2014-09-03 06:03:23
52778909-5,156,2012-01-27 05:38:53,2012-02-03 12:05:26
83123905-0,156,2019-08-13 14:58:41,2019-08-19 21:34:21
60158787-4,157,2017-08-16 09:10:23,2017-08-23 20:38:11
49359132-0,157,2015-11-03 02:32:33,2015-11-12 05:33:54
36081017-8,157,2012-06-25 10:05:03,2012-07-02 22:38:23
81498697-7,158,2016-06-11 14:42:38,2016-06-16 18:49:58
63532763-4,159,2015-11-13 14:12:26,2015-11-27 16:44:09
95185947-8,159,2016-10-04 05:01:11,2016-10-11 11:06:35
21332506-k,159,2012-04-14 21:06:00,2012-04-21 23:58:12
95185947-8,159,2011-08-30 18:12:08,2011-09-09 01:13:52
96735305-1,160,2016-02-28 03:15:36,2016-03-06 11:41:39
18969557-8,160,2017-12-15 03:46:22,2017-12-28 15:01:45
23298314-0,160,2017-05-03 18:17:16,2017-05-13 03:00:56
51317447-0,160,2011-02-21 21:38:23,2011-03-06 12:01:30
82319208-8,160,2011-10-09 01:44:14,2011-10-22 12:45:04
93550420-1,160,2016-10-24 23:55:14,2016-10-30 11:17:21
23298314-0,160,2010-01-29 22:52:04,2010-02-05 05:26:47
27143992-k,161,2010-01-05 01:20:29,2010-01-19 13:01:34
83029887-8,161,2013-05-18 06:32:18,2013-05-21 18:08:20
83029887-8,161,2019-11-10 06:26:28,2019-11-14 20:40:34
48998776-7,162,2019-12-13 20:54:53,2019-12-19 01:24:50
88034198-7,162,2015-04-13 08:49:44,2015-04-16 11:14:12
60370162-3,162,2019-03-16 10:59:59,2019-03-24 12:34:50
88034198-7,162,2015-05-17 14:46:06,2015-05-23 22:58:46
42162871-8,163,2014-02-19 04:04:53,2014-02-24 07:40:16
92554015-3,163,2011-09-12 00:41:48,2011-09-20 03:45:25
20820475-0,163,2018-04-05 10:59:19,2018-04-14 17:13:29
71389826-0,163,2016-01-06 11:20:23,2016-01-10 16:50:59
61995722-9,164,2013-11-12 08:06:10,2013-11-23 11:24:35
75397524-1,164,2012-09-29 21:59:27,2012-10-09 03:19:26
75397524-1,164,2013-06-12 10:16:45,2013-06-23 23:08:02
75397524-1,164,2010-10-08 13:13:34,2010-10-19 05:52:28
75397524-1,164,2018-02-01 03:40:33,2018-02-04 06:22:35
87442136-7,165,2015-05-04 21:59:23,2015-05-14 00:39:19
87442136-7,165,2017-05-09 04:35:17,2017-05-18 15:32:44
58945079-5,165,2013-11-04 14:44:35,2013-11-13 22:12:18
51844875-7,165,2013-05-03 19:31:07,2013-05-10 03:47:59
78463527-9,166,2019-04-10 20:01:37,2019-04-19 01:41:19
84593882-2,166,2010-02-23 13:23:30,2010-03-02 19:12:36
84593882-2,166,2012-07-27 16:12:21,2012-07-31 18:38:27
17459269-1,166,2019-03-28 06:57:47,2019-04-10 22:04:44
59150917-9,167,2018-06-10 02:19:01,2018-06-17 18:48:24
20209505-4,167,2020-09-05 12:13:39,2020-09-20 00:13:02
37142311-7,168,2012-04-26 23:14:48,2012-05-08 11:38:02
83469143-4,168,2014-10-28 12:49:13,2014-11-08 19:27:34
75328775-2,169,2014-01-15 00:07:33,2014-01-28 13:26:04
75328775-2,169,2018-12-24 03:20:26,2018-12-27 13:29:54
75328775-2,169,2016-01-26 23:36:11,2016-01-30 12:35:42
98642893-3,170,2012-04-21 05:10:58,2012-04-27 08:25:14
73557956-8,170,2013-06-21 13:01:59,2013-07-03 17:49:52
51193594-6,170,2011-02-07 18:55:40,2011-02-20 08:13:15
11091024-k,171,2019-01-08 17:11:14,2019-01-18 23:33:26
94559048-3,171,2018-02-11 01:13:33,2018-02-19 16:53:23
59959821-9,172,2011-06-25 09:42:00,2011-06-28 18:23:17
82993651-8,172,2017-10-09 08:30:21,2017-10-13 21:35:02
12348490-8,172,2020-07-08 07:29:03,2020-07-16 08:25:06
82993651-8,172,2013-12-28 01:44:01,2014-01-03 11:12:42
59959821-9,172,2014-06-26 10:06:02,2014-07-07 21:08:16
12348490-8,172,2010-01-19 20:43:52,2010-02-03 10:33:52
59959821-9,172,2016-11-06 04:54:38,2016-11-20 16:21:11
91995839-1,173,2017-08-21 02:29:25,2017-08-26 02:50:30
22234852-8,173,2018-12-09 06:20:57,2018-12-20 15:58:34
23000993-7,173,2018-08-19 14:19:19,2018-08-29 15:46:14
76356563-7,173,2018-07-01 09:09:20,2018-07-09 20:21:43
41091494-8,174,2017-07-02 15:46:45,2017-07-06 19:52:42
41091494-8,174,2020-01-09 21:48:14,2020-01-24 00:42:51
14292252-5,174,2011-12-14 00:35:11,2011-12-28 11:48:45
33890329-4,175,2019-03-09 12:51:45,2019-03-13 13:10:26
26617374-1,175,2018-03-25 00:29:32,2018-04-08 15:00:34
33890329-4,175,2020-05-19 15:31:44,2020-05-27 22:54:33
42678415-7,176,2011-09-22 20:16:46,2011-10-05 06:17:17
42678415-7,176,2017-10-05 15:21:46,2017-10-20 03:01:38
77484278-0,176,2010-06-26 11:24:50,2010-07-08 11:36:53
72810804-5,176,2016-01-14 11:44:56,2016-01-21 02:47:03
77484278-0,176,2018-11-19 16:24:38,2018-11-28 22:48:31
77484278-0,176,2010-01-29 05:59:51,2010-02-06 15:54:08
72810804-5,176,2011-04-03 11:30:19,2011-04-13 20:55:50
87861767-3,177,2015-05-22 08:12:58,2015-05-27 14:58:18
24129722-5,177,2010-04-12 05:14:46,2010-04-17 12:34:49
44973013-5,177,2017-03-30 05:28:39,2017-04-13 11:36:33
91790173-2,178,2012-09-10 15:01:21,2012-09-23 05:08:10
91790173-2,178,2013-05-02 04:30:56,2013-05-11 08:23:51
64269343-3,179,2012-05-25 04:04:30,2012-05-28 07:06:07
14811794-2,179,2019-11-09 10:35:22,2019-11-16 14:45:12
64269343-3,179,2020-02-23 23:41:55,2020-03-07 06:44:11
61514910-1,180,2011-06-16 19:20:46,2011-06-29 07:19:08
37742604-5,180,2020-02-04 20:31:58,2020-02-08 10:44:27
61514910-1,180,2016-01-26 06:41:58,2016-02-08 11:02:06
25327705-k,180,2017-01-04 11:12:38,2017-01-17 02:05:18
99223381-8,180,2020-02-08 22:56:05,2020-02-12 13:36:33
35776394-0,180,2015-07-29 16:35:16,2015-08-05 16:53:25
34761062-3,181,2019-03-25 22:32:22,2019-03-31 08:51:11
71962392-1,181,2012-08-20 17:03:40,2012-08-28 02:25:14
11123767-0,181,2015-12-27 05:43:37,2016-01-10 09:44:22
11123767-0,181,2014-08-03 01:30:40,2014-08-07 08:24:06
81234956-2,182,2010-12-03 21:24:38,2010-12-12 09:57:40
11544489-1,182,2019-03-30 01:52:50,2019-04-11 05:37:18
33236616-5,182,2015-07-04 21:34:00,2015-07-16 08:37:35
34776869-3,183,2010-03-28 04:27:27,2010-04-07 15:58:53
32644502-9,183,2014-05-03 02:45:54,2014-05-07 14:07:19
48425773-6,183,2014-03-21 21:58:58,2014-03-26 03:06:18
26849996-2,183,2013-02-06 17:46:01,2013-02-11 20:37:38
14046488-0,184,2012-06-01 23:46:13,2012-06-08 02:16:50
52158784-9,184,2010-06-19 08:27:08,2010-06-25 17:23:59
45717384-9,184,2010-06-01 20:44:14,2010-06-10 20:46:07
85743167-7,184,2013-02-22 05:41:25,2013-03-07 06:15:02
45717384-9,184,2016-09-02 04:47:05,2016-09-16 05:53:12
52158784-9,184,2015-01-22 02:02:30,2015-01-28 09:19:21
86555166-5,185,2013-12-24 06:16:08,2013-12-30 16:52:18
88538509-5,185,2014-03-14 15:07:05,2014-03-27 07:30:16
86555166-5,185,2011-03-24 10:06:38,2011-03-30 17:27:26
31679088-7,186,2018-05-15 16:27:18,2018-05-22 09:07:01
53234460-3,186,2015-04-16 00:15:33,2015-04-30 13:24:21
53234460-3,186,2019-09-15 19:38:33,2019-09-29 04:35:45
84569598-9,186,2012-11-30 15:22:51,2012-12-03 22:22:38
73543707-0,187,2015-10-23 09:51:42,2015-11-04 22:50:32
55012555-2,187,2017-01-17 15:19:14,2017-01-27 07:52:20
73543707-0,187,2013-01-22 00:00:29,2013-02-03 00:46:38
66844166-1,188,2018-08-17 09:21:05,2018-08-26 01:25:16
83584289-4,188,2012-01-15 02:56:01,2012-01-21 06:24:21
66844166-1,188,2014-12-05 12:18:39,2014-12-17 21:55:37
60747994-1,188,2012-08-15 11:03:40,2012-08-21 18:20:47
45347413-5,189,2012-02-11 12:35:30,2012-02-23 02:37:09
66361406-1,189,2011-08-05 07:27:58,2011-08-09 07:34:00
63884576-8,189,2017-12-26 00:36:00,2018-01-01 07:57:02
28273728-0,190,2011-03-31 14:40:26,2011-04-07 14:53:32
54746197-5,190,2016-03-09 11:17:10,2016-03-21 14:49:51
63953205-4,190,2015-01-07 09:44:29,2015-01-21 02:08:52
95711978-6,190,2013-03-29 16:00:44,2013-04-05 04:47:36
28273728-0,190,2020-02-23 06:12:39,2020-03-06 19:31:22
32359787-1,191,2017-08-25 13:52:13,2017-09-08 15:51:00
92253121-8,191,2012-04-30 14:56:28,2012-05-15 05:18:06
29415476-0,191,2011-08-31 07:38:29,2011-09-11 10:55:33
92253121-8,191,2020-06-05 15:13:40,2020-06-20 04:13:21
33572631-6,192,2018-02-22 21:33:23,2018-03-09 06:33:55
19942007-0,192,2018-11-07 02:05:50,2018-11-17 09:23:38
91935122-5,192,2014-10-23 06:48:47,2014-10-26 23:27:39
91085975-7,192,2020-01-02 03:18:44,2020-01-16 10:04:02
91935122-5,192,2014-04-07 23:51:01,2014-04-20 00:25:07
50728559-7,192,2013-05-07 19:46:05,2013-05-13 02:06:54
91085975-7,192,2017-12-26 11:08:41,2018-01-04 16:25:46
35288330-1,193,2017-10-30 15:59:45,2017-11-09 03:33:16
50453382-4,193,2019-06-13 07:14:11,2019-06-22 09:12:59
72570829-7,193,2013-04-30 06:43:16,2013-05-10 20:11:26
66899113-0,193,2010-05-13 06:54:39,2010-05-21 13:11:37
20026905-5,193,2016-09-03 09:39:59,2016-09-16 11:17:31
51616764-5,194,2018-04-13 00:42:13,2018-04-25 14:12:03
54593722-0,194,2014-04-07 11:02:21,2014-04-17 22:46:26
37126798-0,194,2014-06-05 11:37:49,2014-06-18 22:17:05
54593722-0,194,2012-10-01 15:44:29,2012-10-09 04:07:43
34902561-2,195,2014-11-14 22:02:40,2014-11-26 02:37:22
22060310-5,196,2010-10-23 01:43:45,2010-11-04 09:35:47
93176945-6,196,2015-05-29 22:31:00,2015-06-05 11:45:47
45355149-0,196,2011-09-20 00:24:05,2011-09-26 04:58:51
81560843-7,196,2018-04-14 06:31:50,2018-04-28 15:29:33
98849412-7,197,2015-10-04 21:37:41,2015-10-18 23:49:05
64221026-2,197,2019-08-16 13:21:07,2019-08-24 03:56:33
18076157-8,197,2017-09-27 06:29:47,2017-10-02 06:59:27
84095044-1,197,2019-06-04 18:54:45,2019-06-08 23:21:25
72070561-3,197,2016-08-05 18:50:47,2016-08-17 06:36:04
86447590-6,198,2017-02-25 13:29:20,2017-03-03 19:13:01
47329036-7,198,2019-06-04 22:17:48,2019-06-10 10:05:54
65538426-k,198,2016-03-22 10:33:49,2016-04-01 22:22:34
86447590-6,198,2012-07-06 01:35:09,2012-07-17 01:43:27
97004364-0,199,2014-08-21 02:33:19,2014-08-27 12:52:45
59890575-4,199,2014-10-19 18:40:32,2014-11-01 08:58:27
35662780-6,200,2010-09-08 22:07:44,2010-09-17 06:18:08
53329659-9,200,2012-06-24 23:02:20,2012-07-02 10:07:09
53329659-9,200,2018-05-17 15:56:48,2018-05-29 08:35:24
53329659-9,200,2015-12-18 17:47:51,2015-12-30 06:25:43
38830395-6,200,2020-06-05 19:01:31,2020-06-13 11:31:54
86683089-4,201,2017-07-01 04:40:56,2017-07-06 20:40:40
86683089-4,201,2010-12-13 15:37:33,2010-12-25 04:30:27
69777560-9,201,2015-03-02 17:01:14,2015-03-06 08:00:55
41071374-8,201,2016-08-03 09:53:45,2016-08-06 10:19:10
53325503-5,202,2020-06-03 00:37:25,2020-06-17 09:05:51
41581842-4,202,2016-08-29 16:00:41,2016-09-03 19:33:06
38405094-8,202,2015-10-01 03:49:45,2015-10-07 13:27:22
91346186-k,202,2015-06-08 22:39:48,2015-06-23 01:10:49
38628283-8,202,2020-07-15 08:25:53,2020-07-24 14:54:06
91346186-k,202,2019-12-27 05:19:38,2020-01-09 08:35:14
75129314-3,203,2019-01-05 05:58:33,2019-01-08 20:43:10
26196183-0,203,2011-09-01 00:18:48,2011-09-06 04:32:29
50109588-5,203,2014-05-07 22:39:22,2014-05-12 07:30:46
40978316-3,203,2020-08-27 15:42:57,2020-09-06 18:04:59
63688364-6,203,2020-03-15 06:21:35,2020-03-21 13:14:35
40978316-3,203,2017-03-22 12:05:57,2017-03-27 14:24:30
